0.499306709	0.497516483	0.49932915	0.49540174
0.496785283	0.493003845	0.467812359	0.499973267
0.499935299	0.483860195	0.499607861	0.479419649
0.470775187	0.489288658	0.499873281	0.499955982
0.499090314	0.484905034	0.489873281	0.498391628
0.489937603	0.497507185	0.498335332	0.49173367
0.499545395	0.483147174	0.499853551	0.499992281
0.498391062	0.496418059	0.494597614	0.497240424
0.483609319	0.496945143	0.499961376	0.49987182
0.499833077	0.499591529	0.495393693	0.48938477
0.499349028	0.499268413	0.49698329	0.497671604
0.499435604	0.499745786	0.497113883	0.48062548
0.499890953	0.499936968	0.499323457	0.494855523
0.499868691	0.464292914	0.496314079	0.416559041
0.47429961	0.495383561	0.495290399	0.49982509
0.48934108	0.49997288	0.49431628	0.492589444
0.499191135	0.493119419	0.484761715	0.487800717
0.477728486	0.499427021	0.491723239	0.499633878
0.498822212	0.496219814	0.493160784	0.498675406
0.481155604	0.497061044	0.49772203	0.49474287
0.499429822	0.49556452	0.494566679	0.492585003
0.499962389	0.499939859	0.446915269	0.494811773
0.497252136	0.499918193	0.499697864	0.499999791
0.499996036	0.499986589	0.499612361	0.5
0.493003845	0.499843121	0.499872655	0.490546376
0.498371303	0.499991864	0.495447159	0.477464467
0.492970854	0.487617284	0.498892725	0.499344617
0.49610436	0.499966025	0.499879837	0.499875098
0.497516483	0.49992007	0.472234905	0.499841899
